Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName
Sergei Bolshakov,M,B,Raw,54.0,50-54,50-59,Pro Masters 50-54,67.0,67.5,,,,,,75.0,80.0,85.0,,85.0,,,,,,85.0,1,65.87,65.93,64.02,47.82,,,,WPC,WPC,20/10/2018,Russia,SVE,Yekaterinburg,European Champions Cup
Gennadii Donchenko,M,B,Raw,17.5,18-19,14-18,Amateur Open,63.8,67.5,,,,,,122.5,-127.5,-127.5,,122.5,,,,,,122.5,2,98.47,98.96,96.32,70.79,Yes,Ukraine,,WPA,,16/5/2019,Ukraine,,Lutsk,World Сhampionships
Fabio Pardo,M,SBD,Wraps,46.0,45-49,40-49,M2,95.1,100,220.0,230.0,-237.0,,230.0,102.5,110.0,-112.5,,110.0,170.0,240.0,257.5,,257.5,597.5,1,376.16,371.49,355.26,77.32,,Argentina,,GPC,GPC,30/9/2014,Argentina,,Puerto Iguazú,World Championships
Phillip Wengrowski,M,SBD,Wraps,26.0,24-34,24-39,MOR,97.0,100,205.0,227.5,237.5,,237.5,145.0,162.5,-165.0,,162.5,225.0,250.0,260.0,,260.0,660.0,1,411.76,406.78,388.78,84.6,,,,UPA,,19/1/2019,USA,MI,Rochester Hills,Winter Warfare
Jari Mattila,M,SBD,Single-ply,,,,Open,100.0,100,,,,,285.0,,,,,170.0,,,,,310.0,765.0,1,470.87,465.57,444.67,80.0,Yes,Finland,,SVNL,IPF,2/3/1985,Finland,,Tampere,Miesten voimanoston SM -kisat
加納 滉大,M,SBD,Single-ply,17.5,18-19,14-18,High School,56.76,59,100.0,-130.0,130.0,,130.0,65.0,70.0,-75.0,,70.0,-130.0,130.0,-140.0,,130.0,330.0,9,291.91,296.51,290.47,49.53,Yes,,,JPA,IPF,7/8/2016,Japan,,Saitama,Japanese High School Powerlifting Championships
金 聖学,M,B,Raw,27.0,24-34,24-39,Open,87.92,93,,,,,,152.5,160.0,165.0,,165.0,,,,,,165.0,3,107.97,106.63,102.3,80.49,Yes,,,JPA,IPF,3/7/2011,Japan,,Fukushima,Osaka Bench Press Championships
Temitope Adeyiga,M,SBD,Raw,31.5,24-34,24-39,MR-O,91.5,93,-240.0,-240.0,-240.0,,,155.0,162.5,165.0,,165.0,295.0,-322.5,-322.5,,295.0,,DQ,,,,,Yes,USA,MD,USAPL,IPF,15/10/2015,USA,PA,Scranton,Raw Nationals
Semen Borkin,M,B,Raw,34.0,24-34,24-39,Open,104.5,110,,,,,,195.0,202.5,-207.5,,202.5,,,,,,202.5,1,122.36,121.21,115.74,90.87,Yes,Russia,,IPL,IPL,21/4/2016,Russia,MOW,Dolgoprudnyy,European Powerlifting Championships
Vince Schiano,M,SBD,Wraps,28.0,24-34,24-39,M_OCR_APF,93.2,100,160.0,165.0,-170.0,,165.0,85.0,95.0,100.0,,100.0,192.5,200.0,-207.5,,200.0,465.0,5,295.55,291.81,279.27,60.77,,,,APF,WPC,13/12/2019,USA,IL,,Raw Power Challenge
Rafał Lipka,M,SBD,Raw,41.5,40-44,40-49,Masters 40-49,122.9,83+,245.0,255.0,265.0,,265.0,155.0,160.0,165.0,,165.0,245.0,260.0,-272.5,,260.0,690.0,1,393.18,394.59,378.0,79.38,Yes,Poland,,PZKFiTS,IPF,20/5/2017,Poland,,Kielce,Polish Under 16 Under 20 & Masters Classic Powerlifting Championships
Kjell-Frode Skogsøy,M,SBD,Raw,,40-44,40-49,Masters 40-49,135.2,120+,190.0,210.0,,,210.0,140.0,152.5,,,152.5,250.0,-270.0,,,250.0,612.5,1,339.01,344.13,327.87,67.71,Yes,,,NSF,IPF,25/6/2016,Norway,,Nidarøhallen,RM Utstyrsfritt Region Midt
Jimmy Wang,M,SBD,Raw,24.5,24-34,24-39,MR-O,63.9,66,125.0,-142.5,142.5,,142.5,95.0,105.0,115.0,,115.0,182.5,200.0,210.0,,210.0,467.5,3,375.34,377.15,367.06,74.14,Yes,USA,MA,USAPL,IPF,12/12/2020,USA,MA,,MA and RI State Championships
Anna Singildina,F,B,Raw,35.0,35-39,24-39,Pro Open,58.5,60,,,,,,-85.0,-85.0,85.0,,85.0,,,,,,85.0,1,95.76,96.65,85.43,74.24,,Russia,,WRPF,WRPF,3/7/2021,Russia,ULY,Dmitrovgrad,Ironman Tournament
Sebastian Soccio-Marandola,M,SBD,Raw,,,19-23,Juniors,115.7,120,,,,,220.0,,,,,155.0,,,,,225.0,600.0,2,348.9,348.07,333.25,70.88,Yes,Canada,ON,CPU,IPF,6/2/2016,Canada,ON,Markham,College and University Competition
Adil Khan,M,B,Raw,,,,M-C-Open,74.6,83,,,,,,127.5,135.0,-138.0,,135.0,,,,,,135.0,1,97.18,96.56,93.32,71.69,Yes,England,NW,EPA,IPF,27/9/2015,England,,Colne,North West Bench Press Championships
Tori Baker #2,F,SBD,Single-ply,,,,Girls,124.19,100+,,,,,81.65,,,,,58.97,,,,,120.2,260.82,3,207.35,207.3,175.33,36.61,Yes,,,THSWPA,,1/2/2014,USA,TX,Palestine,Palestine Invitational
Cristiano Zanotelli,M,B,Raw,27.5,24-34,24-39,Open,82.99,83,,,,,,145.0,150.0,-155.0,,150.0,,,,,,150.0,15,101.27,100.13,96.32,75.35,Yes,,,FIPL,IPF,15/12/2017,Italy,,Cecina,XVIII Campionato Italiano di Panca e III Campionato Classic di Panca
Kaitlyn McCarter,F,SBD,Single-ply,,16-17,14-18,Girls,65.32,67.3,,,,,138.35,,,,,83.91,,,,,140.61,362.87,2,381.89,379.31,334.78,64.21,Yes,,,THSWPA,,2/3/2017,USA,TX,Fairfield,Region 3 Division III Powerlifting Meet
Artem Tikhopoev,M,B,Multi-ply,11.0,5-Dec,,Youth,35.6,52,,,,,,30.0,35.0,-40.0,,35.0,,,,,,35.0,2,44.49,46.74,46.35,50.92,,,,RPU,,3/3/2018,Russia,,Klin,Everything in our Hands Klin Cup
Tomáš Blažíček,M,D,Raw,18.5,18-19,19-23,T17-19,115.0,125,,,,,,,,,,,240.0,260.0,275.0,,275.0,275.0,1,160.26,159.79,152.95,,,Slovakia,,CAST,GPC,12/4/2019,Slovakia,,Lucenec,Medzinárodné Majstrovstvá Slovenskej republiky v silovom
Alexander Simpson,M,SBD,Raw,,18-19,14-18,Sub-Juniors,98.7,105,,,,,232.5,,,,,142.5,,,,,255.0,630.0,1,390.0,385.45,368.24,80.08,Yes,Canada,AB,CPU,IPF,12/11/2016,Canada,AB,Edmonton,Powersurge
Abigail Castellanos,F,SBD,Single-ply,,18-19,,Girls,54.79,56,,,,,136.08,,,,,52.16,,,,,122.47,310.71,3,365.44,371.89,329.12,61.09,Yes,,,THSWPA,,1/2/2020,USA,TX,Edinburg Quest College Prep Gym,Trailblazers 4th Annual Invitational
Allison Garcia,F,SBD,Single-ply,19.5,20-23,19-23,F-C,121.7,84+,150.0,205.0,-212.5,,205.0,67.5,-110.0,-112.5,,67.5,167.5,175.0,-185.0,,175.0,447.5,6,357.67,356.95,302.23,63.06,Yes,USA,,USAPL,IPF,10/4/2015,USA,GA,,Collegiate Nationals
Dawid Pietrykowski,M,SBD,Raw,15.5,16-17,14-18,Juniors Under 16,115.3,120,-120.0,120.0,130.0,,130.0,122.5,-127.5,127.5,,127.5,135.0,145.0,-155.0,,145.0,402.5,3,234.34,233.71,223.73,47.62,Yes,,,PZKFiTS,IPF,4/9/2020,Poland,,Skierniewice,Mistrzostwa Polski w Trójboju Siłowym Klasycznym
Mike Ciupinski,M,B,Raw,41.5,40-44,40-49,MR-O,83.45,93,,,,,,170.0,-180.0,,,170.0,,,,,,170.0,1,114.42,113.11,108.78,85.15,Yes,USA,NJ,USAPL,IPF,2/5/2021,USA,NJ,,Pure Focus Spring Classic
Timothy Callahan,M,SBD,Raw,27.0,24-34,24-39,MR-O,101.38,105,220.0,230.0,237.5,,237.5,140.0,147.5,-150.0,,147.5,245.0,255.0,262.5,,262.5,647.5,41,396.21,391.95,374.29,81.27,Yes,USA,MO,USAPL,IPF,16/10/2019,USA,IL,Lombard,Raw Nationals
Lexie Livaudais,F,SBD,Single-ply,15.5,16-17,14-18,F-T1,46.67,47,-93.0,-93.0,93.0,,93.0,45.4,,,,45.4,81.7,,,,81.7,220.0,1,289.83,297.38,265.24,48.46,Yes,USA,LA,USAPL,IPF,9/2/2019,USA,LA,,Covington Qualifier
Andrey Dunaev,M,B,Raw,44.0,40-44,40-49,Masters 40-44,81.2,82.5,,,,,,115.0,-120.0,-122.5,,115.0,,,,,,115.0,1,78.61,77.79,74.9,58.42,Yes,,,RPU,,11/11/2017,Russia,,Yaroslavl,Yaroslavl White Stone Tournament
Jonathan Jones,M,B,Raw,40.5,40-44,40-49,MR-M1a,100.8,105,,,,,,-122.5,122.5,137.5,,137.5,,,,,,137.5,1,84.34,83.42,79.66,62.75,Yes,USA,TX,USAPL,IPF,23/10/2021,USA,LA,,Calcasieu Cup
Roman Zalutskiy,M,B,Unlimited,40.0,40-44,40-49,Open,126.4,130,,,,,,285.0,297.5,302.5,,302.5,,,,,,302.5,2,170.85,172.0,164.54,87.48,,Russia,,RPU,,30/3/2019,Russia,KDA,Krasnodar,Decathlon Cup & Krasnodar Powerlifting Championships
Steinar Lunden Storås,M,SBD,Raw,,18-19,14-18,Teen 14-18,117.2,120,220.0,230.0,240.0,,240.0,150.0,-162.5,-162.5,,150.0,240.0,250.0,-260.0,,250.0,640.0,1,370.5,370.05,354.45,75.17,Yes,,,NSF,IPF,13/12/2014,Norway,,klubblokalene,Klubbstevne
Isis Perez,F,SBD,Single-ply,,,,Girls,51.8,51.9,,,,,61.23,,,,,24.95,,,,,61.23,147.42,5,180.17,184.33,163.41,30.1,Yes,,,THSWPA,,6/2/2019,USA,TX,House of Pain Gym,Viking Mini Meet
Steve Powell,M,SBD,Single-ply,,,24-39,Open,90.0,90,,,,,260.0,,,,,175.0,,,,,292.5,727.5,2,470.4,464.43,445.11,80.28,Yes,Canada,MB,CPU,IPF,25/11/2000,Canada,SK,Moose Jaw,Western Canadian Powerlifting Championships
Karita Heininen,F,B,Single-ply,39.5,35-39,40-49,Open,55.7,57,,,,,,-100.0,-100.0,-100.0,,,,,,,,,DQ,,,,,Yes,Finland,,SVNL,IPF,19/3/2011,Finland,,Äänekoski,Penkkipunnerruksen SM-kisat
Abduragheem Dawood,M,SBD,Raw,22.5,20-23,19-23,Juniors,71.9,74,,,,,170.0,,,,,135.0,,,,,235.0,540.0,2,398.28,396.61,383.91,80.47,Yes,South Africa,WC,SAPF,IPF,17/3/2016,South Africa,,Potchefstroom,South African Raw Championships
Jessie Buydens,F,SBD,Raw,34.5,24-34,24-39,Open,115.9,84+,,,,,140.0,,,,,95.0,,,,,175.0,410.0,1,332.34,329.94,280.12,70.72,Yes,Canada,SK,CPU,IPF,26/10/2013,Canada,SK,Saskatoon,Saskatchewan Provincials
Oddgeir Venås,M,SBD,Single-ply,,,,Open,87.8,90,110.0,,,,110.0,165.0,170.0,-177.5,,170.0,150.0,170.0,175.0,,175.0,455.0,1,297.96,294.24,282.31,50.89,Yes,,,NSF,IPF,12/6/2010,Norway,,Elnesvågen,Åpent stevne
John Zavala,M,SBD,Raw,30.5,24-34,24-39,MR-O,74.0,74,172.5,182.5,187.5,,187.5,145.0,155.0,157.5,,157.5,220.0,235.0,247.5,,247.5,592.5,1,428.76,426.19,412.04,86.98,Yes,USA,TX,USAPL,IPF,15/9/2018,USA,TX,,Iron Wars
Kylie Timpson,F,SBD,Single-ply,,,,Girls,50.62,51.9,,,,,52.16,,,,,36.29,,,,,61.23,149.69,6,185.93,190.5,169.06,31.06,Yes,,,THSWPA,,28/1/2017,USA,TX,Elgin Gym,Elgin Wildcat Invitational
Ruslan Borukh,M,SBD,Single-ply,31.5,24-34,24-39,Open,55.9,56,140.0,-147.5,150.0,,150.0,110.0,-115.0,115.0,,115.0,135.0,145.0,-155.0,,145.0,410.0,9,367.55,373.9,366.62,62.3,Yes,,,UkrainePF,IPF,26/2/2003,Ukraine,,Makiivka,Ukrainian Powerlifting Championships
Jørgen Tronsmed,M,SBD,Single-ply,,18-19,14-18,Teen 14-18,65.9,67.5,,,,,145.0,,,,,80.0,,,,,160.0,385.0,1,302.0,302.68,294.14,51.62,Yes,,,NSF,IPF,22/5/2004,Norway,,Melhus,KM
Tomasz Węgliński,M,B,Raw,41.0,40-44,40-49,Pro Open,140.1,140+,,,,,,200.0,210.0,-220.0,,210.0,,,,,,210.0,2,115.06,117.34,111.52,83.19,,Poland,,WPA,,16/5/2019,Ukraine,,Lutsk,World Сhampionships
Wolfgang Baran,M,B,Single-ply,30.0,24-34,24-39,Open,82.5,82.5,,,,,,,,,,167.5,,,,,,167.5,7,113.46,112.21,107.97,59.88,Yes,,,BVDG,IPF,1/11/1997,Germany,,,Deutschen Meisterschaften im Bankdrücken
Vusal Aliev,M,SBD,Wraps,30.5,24-34,24-39,Pro Open,81.0,82.5,-170.0,-180.0,180.0,,180.0,120.0,130.0,-137.5,,130.0,200.0,,,,200.0,510.0,4,349.12,345.49,332.7,71.48,Yes,Russia,,WPC-RUS,WPC,4/6/2016,Russia,MOW,Moscow,Moscow Cup
Karina Patino,F,SBD,Wraps,29.0,24-34,24-39,F_OCR_AAPF,93.89,90+,,,,,115.0,,,,,50.0,,,,,112.5,277.5,2,242.93,235.86,204.13,50.4,Yes,,,APF,WPC,14/12/2019,USA,MN,,TCBB Holiday Throwdown VI
Margarita Lobach,F,D,Raw,23.0,20-23,24-39,Pro Juniors 20-23,72.9,75,,,,,,,,,,,145.0,150.0,-155.0,,150.0,150.0,1,148.33,145.21,127.86,,,Russia,,WPC-RUS,WPC,11/7/2015,Russia,KDA,Krasnodar,Svetogor Pro
Sidney Shipley,F,SBD,Single-ply,,,,Girls,58.15,60.1,,,,,127.01,,,,,56.7,,,,,124.74,308.44,7,348.82,352.36,311.47,58.39,Yes,,,THSWPA,,25/1/2020,USA,TX,Elgin,Elgin Wildcat Invitational
Sergey Lukyanov,M,SBD,Wraps,33.0,24-34,24-39,Amateur Open,114.5,125,235.0,245.0,250.0,,250.0,195.0,200.0,205.0,,205.0,235.0,245.0,255.0,,255.0,710.0,1,414.39,413.03,395.3,84.26,Yes,Russia,,WPC-RUS,WPC,7/2/2007,Russia,CHE,Chelyabinsk,Russian Championships
Marissa Velasquez,F,SBD,Raw,22.5,20-23,19-23,FR-Jr,51.3,52,75.0,82.5,90.0,,90.0,40.0,-45.0,-45.0,,40.0,107.5,115.0,125.0,,125.0,255.0,2,313.77,321.23,284.9,65.15,Yes,USA,CA,USAPL,IPF,29/4/2017,USA,CA,,California State Championship
Austin Baker,M,SBD,Raw,26.0,24-34,24-39,MR-O,91.75,93,182.5,192.5,-202.5,,192.5,102.5,110.0,117.5,,117.5,190.0,202.5,210.0,,210.0,520.0,8,333.03,328.79,314.86,68.48,Yes,USA,GA,USAPL,IPF,8/2/2020,USA,GA,,Georgia State Championships
Georgiy Gagnidze,M,SBD,Raw,18.0,18-19,19-23,Amateur Sub-Juniors 17-19,90.0,90,-110.0,110.0,,,110.0,-97.5,-97.5,-97.5,,,,,,,,,DQ,,,,,Yes,Russia,,WRPF,WRPF,8/5/2021,Russia,MOW,Moscow,European Championships
Sergey Vatolin,M,B,Raw,26.0,24-34,24-39,Pro Open,98.5,100,,,,,,155.0,-160.0,-160.0,,155.0,,,,,,155.0,6,96.04,94.91,90.68,71.52,,Russia,,WPC-RUS,WPC,27/3/2011,Russia,SAR,Saratov,Saratov Bench Press Championships
Yuliya Lidli,F,B,Raw,27.0,24-34,24-39,Pro Open,84.3,90,,,,,,40.0,45.0,-47.5,,45.0,,,,,,45.0,1,41.34,40.06,35.01,33.54,,,,WRPF,WRPF,27/4/2019,Russia,NVS,Novosibirsk,Steel Bear Cup
Rob Salvessen,M,SBD,Raw,21.5,20-23,19-23,MR-Jr,80.85,83,200.0,207.5,-212.5,,207.5,132.5,137.5,140.0,,140.0,240.0,255.0,-262.5,,255.0,602.5,1,412.89,408.62,393.53,84.52,Yes,England,EM,EPA,IPF,25/1/2020,England,,,East Midlands University Qualifier
Nathaniel Minskip-Aggett,M,SBD,Raw,25.0,24-34,24-39,M_OR_ABPU,88.9,90,-105.0,105.0,115.0,,115.0,100.0,105.0,-110.0,,105.0,165.0,175.0,185.0,,185.0,405.0,2,263.51,260.19,249.5,54.17,Yes,,,BPU,WPC,23/2/2019,England,,Barnstaple,South West Qualifier
Nick Tylutki,M,SBD,Raw,33.5,24-34,24-39,MR-O,100.0,100,285.0,295.0,-305.0,,295.0,155.0,165.0,175.0,,175.0,280.0,287.5,305.0,,305.0,775.0,1,477.02,471.66,450.48,97.91,Yes,USA,MN,USAPL,IPF,3/8/2012,USA,TX,Killeen,Raw Nationals
Osmo Ahlqvist,M,SBD,Single-ply,,,40-49,Over 40,100.0,100,,,,,270.0,,,,,142.5,,,,,292.5,705.0,2,433.94,429.06,409.8,73.73,Yes,,,SVNL,IPF,21/4/1990,Finland,,,Veteraanien M40 voimanoston SM-kisat
Eliane Sandford,F,SBD,Single-ply,,,,Open,124.3,90+,-170.0,175.0,185.0,,185.0,100.0,110.0,-120.0,,110.0,160.0,170.0,-180.0,,170.0,,DQ,,,,,Yes,Tahiti,,OceaniaPF,IPF,10/12/2010,Samoa,,Apia,Oceania Powerlifting and Bench Press Championships
Symantha Flores,F,SBD,Single-ply,18.5,18-19,19-23,Girls,46.27,47.8,,,,,102.06,,,,,47.63,,,,,113.4,263.08,5,348.81,357.8,319.36,58.34,Yes,USA,,THSWPA,,24/1/2015,USA,TX,Alice Texas William Adams Jr.,Alice Invitational Powerlifting Meet VG
Keith Farrara,M,SBD,Multi-ply,32.0,24-34,24-39,M_OEM_APF,99.29,100,-365.0,-365.0,365.0,,365.0,-227.5,-227.5,-227.5,,,,,,,,,DQ,,,,,,,,APF,WPC,10/7/2004,USA,SC,Charleston,Carolina Summer Smash
Kendra Smith,F,SBD,Single-ply,,,,Girls,63.59,67.3,,,,,81.65,,,,,43.09,,,,,77.11,201.85,13,215.87,215.26,190.06,36.25,Yes,,,THSWPA,,23/1/2016,USA,TX,Bridgeport,Bridgeport Invitational
Artur Shalushkin,M,B,Raw,26.0,24-34,24-39,Pro Open,89.9,90,,,,,,185.0,190.0,195.0,,195.0,,,,,,195.0,1,126.16,124.56,119.38,94.08,,Russia,,WPC,WPC,30/10/2014,Russia,LEN,St. Petersburg,Open Eurasian Cup
Anatoliy Talovasov,M,B,Single-ply,54.5,50-54,50-59,Pro Masters 50-54,118.7,125,,,,,,140.0,155.0,-165.0,,155.0,,,,,,155.0,1,89.34,89.34,85.6,45.77,,Russia,,WPC,WPC,7/2/2015,Russia,KDA,Krasnodar,Eastern Europe Championships
Aleksandr Pastushenko,M,B,Raw,46.0,45-49,40-49,Amateur Masters 45-49,95.3,100,,,,,,180.0,-185.0,-185.0,,180.0,,,,,,180.0,1,113.21,111.81,106.92,84.39,Yes,Russia,,WPC,WPC,9/8/2013,Russia,KRS,Kursk,European Cup
Benhur Batoon Jr,M,B,Raw,18.5,18-19,19-23,MR-T3,83.6,93,,,,,,135.0,-145.0,-145.0,,135.0,,,,,,135.0,1,90.77,89.73,86.29,67.56,Yes,USA,CA,USAPL,IPF,16/12/2017,USA,CA,,NorCal Winter Classic
Amaleigh Bailey,F,SBD,Single-ply,,16-17,14-18,Girls,82.83,90,,,,,115.67,,,,,,,,,,,,DQ,,,,,Yes,,,THSWPA,,19/2/2015,USA,TX,Paris,Paris Girls Invitational Powerlifting Meet
Owen Whisenant,M,BD,Raw,12.5,13-15,,Teen 12-13,82.5,82.5,,,,,,,,,,75.0,,,,,142.5,217.5,1,147.33,145.7,140.2,,Yes,USA,VA,RAW,,15/3/2014,USA,VA,Zion Crossroads,United States Open
森田 篤史,M,B,Single-ply,15.5,16-17,14-18,Sub-Juniors,52.36,53,,,,,,,,,,,,,,,,,NS,,,,,Yes,,,JPA,IPF,29/11/2014,Japan,,Osaka,Japanese Bench Press Championships
Eduard Martynov,M,SBD,Single-ply,58.5,55-59,50-59,Masters 2,74.4,75,-120.0,-120.0,120.0,,120.0,90.0,95.0,100.0,,100.0,135.0,145.0,155.0,,155.0,375.0,2,270.42,268.72,259.73,46.31,Yes,,,UkrainePF,IPF,3/4/2003,Ukraine,,Mukachevo,Ukrainian Masters Powerlifting Championships
Chris Smith #33,M,SBD,Single-ply,,,,Open,81.8,82.5,,,,,232.5,,,,,137.5,,,,,210.0,580.0,11,394.8,390.55,375.93,67.55,Yes,England,,BAWLA,IPF,20/6/1992,England,,Stradishall,British Men's Powerlifting Championships
Kaylee Garza,F,SBD,Single-ply,,,,Girls,46.95,47.8,,,,,104.33,,,,,49.9,,,,,131.54,285.76,2,374.8,384.61,342.88,62.67,Yes,,,THSWPA,,31/1/2019,USA,TX,Cotulla,Cotulla Invitational 1
Pavel Eminger,M,SBD,Raw,21.5,20-23,19-23,Juniors,95.3,105,-220.0,227.5,240.0,,240.0,130.0,135.0,140.0,,140.0,245.0,255.0,265.0,,265.0,645.0,2,405.67,400.64,383.12,83.38,Yes,,,CSST,IPF,11/10/2020,Czechia,,Víska u Višňové,Mistrovství České republiky juniorů v klasickém silovém trojboji
Lyudmila Khimich,F,SBD,Wraps,43.0,40-44,40-49,Pro Masters 40-44,66.5,67.5,80.0,85.0,90.0,,90.0,40.0,-45.0,,,40.0,105.0,115.0,-117.5,,115.0,245.0,1,255.14,252.76,223.03,51.84,,Ukraine,,WPAU,,31/10/2020,Ukraine,,Dnipro,Ukrainian Cup
Vladimir Kistanov,M,BD,Raw,28.0,24-34,24-39,Open,81.7,82.5,,,,,,170.0,177.5,-182.5,,177.5,270.0,290.0,-310.0,,290.0,467.5,1,318.44,315.03,303.25,,,Russia,,IPL,IPL,19/4/2019,Russia,MOW,Dolgoprudnyy,European Championships
Kevin Yong,M,SBD,Raw,22.5,20-23,19-23,M-C-Open,104.6,105,-165.0,165.0,167.5,,167.5,117.5,-125.0,125.0,,125.0,205.0,215.0,230.0,,230.0,522.5,28,315.6,312.64,298.54,64.62,Yes,,,BP,IPF,24/3/2018,UK,,Moulton,British Men's University Powerlifting Championships
Michał Maciak,M,SBD,Wraps,25.0,24-34,24-39,Amateur Open,88.3,90,200.0,217.5,-230.0,,217.5,115.0,125.0,-130.0,,125.0,200.0,220.0,-240.0,,220.0,562.5,2,367.27,362.66,347.87,75.49,Yes,Poland,,WPA,,30/11/2017,Poland,,Siedlce,World Championships
Antti Liimatainen,M,B,Single-ply,27.5,24-34,24-39,Open,74.5,75,,,,,,,,,,195.0,,,,,,195.0,1,140.5,139.6,134.93,75.5,Yes,Finland,,SVNL,IPF,3/4/2004,Finland,,Joensuu,Penkkipunnerruksen SM-kisat
Harrup Singh,M,SBD,Raw,19.5,20-23,19-23,MR-O,102.1,105,172.5,-182.5,185.0,,185.0,120.0,125.0,-127.5,,125.0,185.0,195.0,212.5,,212.5,522.5,10,318.77,315.43,301.2,65.36,Yes,USA,NJ,USAPL,IPF,1/6/2019,USA,NJ,,New Jersey State Championship
Taylor Cotton,F,SBD,Single-ply,,,,Girls,58.11,60.1,,,,,90.72,,,,,40.82,,,,,97.52,229.06,8,259.16,261.82,231.44,43.38,Yes,,,THSWPA,,14/1/2020,USA,TX,Jacksboro,Jacksboro Invitational
Pål Hatlebakk,M,B,Single-ply,37.5,35-39,24-39,Open,92.5,93,,,,,,,,,,140.0,,,,,,140.0,9,89.31,88.17,84.41,46.45,Yes,,,DSF,IPF,24/1/2014,Denmark,,Albertslund,ER Open Bænkpres
Ivan Arsentev,M,B,Raw,42.0,40-44,40-49,Open,116.9,125,,,,,,200.0,205.0,210.0,,210.0,,,,,,210.0,2,121.68,121.5,116.37,89.6,,,,RPU,,1/5/2019,Russia,MOW,Khimki,Sober May Day
Mehdi Ghazizadehkhosroshahi,M,D,Multi-ply,32.0,24-34,24-39,Pro Open,109.3,110,,,,,,,,,,,270.0,-310.0,,,270.0,270.0,1,160.3,159.21,152.13,,,Iran,,WPC,WPC,3/11/2017,Russia,MOW,Khimki,World Champions Cup
Cody Saenz,M,SBD,Wraps,14.5,13-15,14-18,MW-O,103.6,105,172.5,177.5,-187.5,,177.5,80.0,87.5,90.0,,90.0,175.0,182.5,187.5,,187.5,455.0,1,275.91,273.19,260.86,56.53,Yes,USA,TX,USAPL,IPF,11/9/2021,USA,TX,,Iron Wars
Nathan Purcell,M,SBD,Single-ply,16.5,16-17,14-18,Sub-Juniors,94.9,100,117.5,160.0,-170.0,,160.0,77.5,87.5,92.5,,92.5,160.0,-182.5,-182.5,,160.0,412.5,2,259.95,256.71,245.52,44.27,Yes,USA,,IBSA,,1/7/2012,USA,FL,Orlando,World Bench Press & Powerlifting Championships
Mariusz Bartołowicz,M,D,Raw,41.0,40-44,40-49,M1,109.0,110,,,,,,,,,,,300.0,305.0,,,305.0,305.0,1,181.27,180.0,171.99,,,Poland,,GPC,GPC,18/10/2021,Poland,,Pabianice,World Championships
Savannah Sandoval,F,SBD,Single-ply,,18-19,,Girls,46.27,47.8,,,,,90.72,,,,,43.09,,,,,97.52,231.33,3,306.72,314.62,280.82,51.3,Yes,,,THSWPA,,20/1/2018,USA,TX,Portland,Gregory-Portland Invitational
Viktor Yeliseyev,M,B,Raw,28.0,24-34,24-39,Amateur Open,97.5,100,,,,,,-175.0,175.0,185.0,,185.0,,,,,,185.0,4,115.15,113.77,108.72,85.78,Yes,Russia,,WRPF,WRPF,3/12/2015,Russia,MOW,Moscow,World Championships
Cato Andrè Eide,M,B,Raw,,,,Open,102.8,105,,,,,,155.0,165.0,172.5,,172.5,,,,,,172.5,1,104.94,103.87,99.18,78.0,Yes,,,NSF,IPF,15/1/2022,Norway,,Lillestrøm,Åpent stevne
Dakota Lane,M,SBD,Raw,16.5,16-17,14-18,MR-O,80.4,82.5,-150.0,-150.0,-150.0,,,-97.5,97.5,100.0,,100.0,177.5,-182.5,-182.5,,177.5,,DQ,,,,,Yes,USA,WI,USAPL,IPF,11/3/2018,USA,WI,,WHSPA State Championship
Aleksandra Sovkova,F,SBD,Raw,22.0,20-23,19-23,Amateur Juniors 20-23,55.75,56,60.0,65.0,67.5,,67.5,40.0,-45.0,-45.0,,40.0,80.0,-87.5,-87.5,,80.0,187.5,1,217.98,221.39,195.85,44.73,Yes,Russia,,WPC-RUS,WPC,26/5/2011,Russia,MOW,Khotkovo,Moscow Regional Cup
Tamara Waters,F,SBD,Raw,21.5,20-23,19-23,FR-Jr,71.6,72,,,,,97.5,,,,,42.5,,,,,110.0,250.0,3,249.66,244.92,215.77,50.77,Yes,USA,,USAPL,IPF,8/3/2015,USA,TX,San Antonio,Texas Strength Classic
Jaida Alanis,F,SBD,Single-ply,,,,Girls,54.43,56,,,,,61.23,,,,,27.22,,,,,68.04,156.49,5,184.87,188.27,166.65,30.9,Yes,,,THSWPA,,9/1/2020,USA,TX,Kingsville,Brahma liftinf
Anton Sosunov,M,D,Raw,35.0,35-39,24-39,Submasters 33-39,80.1,82.5,,,,,,,,,,,180.0,-190.0,,,180.0,180.0,1,124.03,122.79,118.3,,,Russia,,WPA,,29/10/2016,Russia,MOW,Moscow,World Cup of Champions
